Product_ID,Category,Sub_Category,Brand,Product_Name,Price,Discount,Final_Price,Stock,Sold_Quantity,Rating,Reviews,Supplier,Purchase_Cost,Profit,Expiry_Date,Manufacturing_Date,Warehouse_Location,Shelf_Number,Customer_Age,Customer_Gender,Customer_Type,Payment_Method,Transaction_ID,Order_Status,Delivery_Time,Return_Status,Employee_ID,Shift,Feedback
P4064,Toys,Chairs,Apple,Item_D,505,12,444.4,100,73,3,177,Supplier_B,1711,-1266.6,5/23/2033,5/22/2032,Location_B,4,25,Male,VIP,Mobile Payment,T53064,Completed,9,Returned,781,Night,Average
P4065,Furniture,Laptop,Samsung,Item_A,4931,25,3698.25,42,43,4.5,404,Supplier_A,3686,12.25,5/24/2033,5/23/2032,Location_B,9,55,Male,Regular,Cash,T53065,Completed,7,Not Returned,921,Morning,Good
P4066,Groceries,Vegetables,LG,Item_D,4374,19,3542.94,101,28,2.4,308,Supplier_C,512,3030.94,5/25/2033,5/24/2032,Location_C,44,42,Female,Regular,Credit Card,T53066,Completed,14,Returned,357,Morning,Average
P4067,Furniture,Chairs,LG,Item_C,4916,23,3785.32,170,39,4.6,7,Supplier_B,3830,-44.68,5/26/2033,5/25/2032,Location_C,27,48,Female,Regular,Credit Card,T53067,Cancelled,6,Returned,382,Night,Average
P4068,Electronics,Chairs,LG,Item_C,647,38,401.14,148,56,4,156,Supplier_A,2675,-2273.86,5/27/2033,5/26/2032,Location_A,28,49,Male,Regular,Cash,T53068,Pending,10,Returned,224,Morning,Good
P4069,Groceries,Mobile,Nike,Item_D,3474,47,1841.22,53,34,2.3,54,Supplier_B,2940,-1098.78,5/28/2033,5/27/2032,Location_B,36,31,Male,Regular,Cash,T53069,Completed,13,Returned,118,Night,Good
P4070,Groceries,Laptop,Nike,Item_A,3410,45,1875.5,102,19,2.2,77,Supplier_A,2672,-796.5,5/29/2033,5/28/2032,Location_C,39,38,Male,New,Credit Card,T53070,Cancelled,6,Not Returned,983,Morning,Bad
P4071,Furniture,Mobile,Apple,Item_B,2360,40,1416,190,40,1,464,Supplier_A,2758,-1342,5/30/2033,5/29/2032,Location_A,38,57,Female,VIP,Mobile Payment,T53071,Pending,3,Returned,507,Morning,Bad
P4072,Toys,Laptop,Apple,Item_C,1135,11,1010.15,120,33,2,260,Supplier_C,2363,-1352.85,5/31/2033,5/30/2032,Location_A,42,48,Male,VIP,Credit Card,T53072,Completed,8,Returned,414,Morning,Good
P4073,Toys,Chairs,Samsung,Item_D,3753,23,2889.81,12,65,4.2,486,Supplier_A,1560,1329.81,6/1/2033,5/31/2032,Location_B,18,37,Female,New,Cash,T53073,Completed,4,Returned,220,Evening,Good
P4074,Toys,Mobile,Samsung,Item_C,4567,18,3744.94,176,64,1.3,299,Supplier_A,3446,298.94,6/2/2033,6/1/2032,Location_B,37,45,Male,VIP,Credit Card,T53074,Pending,3,Returned,407,Night,Bad
P4075,Clothing,Shirt,Samsung,Item_D,598,7,556.14,163,22,2.9,288,Supplier_C,1496,-939.86,6/3/2033,6/2/2032,Location_C,21,34,Female,VIP,Cash,T53075,Cancelled,11,Not Returned,721,Morning,Bad
P4076,Electronics,Shirt,Nike,Item_D,77,37,48.51,195,82,4.6,428,Supplier_B,475,-426.49,6/4/2033,6/3/2032,Location_C,47,47,Female,New,Credit Card,T53076,Cancelled,4,Returned,153,Evening,Good
P4077,Toys,Vegetables,Apple,Item_B,4595,45,2527.25,61,63,2.5,88,Supplier_C,3694,-1166.75,6/5/2033,6/4/2032,Location_B,6,27,Male,Regular,Cash,T53077,Completed,2,Returned,442,Night,Good
P4078,Toys,Mobile,Apple,Item_C,2093,29,1486.03,95,13,1.3,135,Supplier_A,2300,-813.97,6/6/2033,6/5/2032,Location_C,33,58,Female,Regular,Mobile Payment,T53078,Cancelled,12,Not Returned,446,Evening,Bad
P4079,Toys,Shirt,Samsung,Item_B,1638,8,1506.96,69,58,4.4,492,Supplier_C,2126,-619.04,6/7/2033,6/6/2032,Location_C,45,65,Female,Regular,Credit Card,T53079,Completed,7,Not Returned,114,Evening,Bad
P4080,Toys,Laptop,LG,Item_B,4757,4,4566.72,63,71,4.6,152,Supplier_B,880,3686.72,6/8/2033,6/7/2032,Location_C,1,43,Male,New,Credit Card,T53080,Completed,6,Not Returned,595,Evening,Bad
P4081,Furniture,Laptop,Sony,Item_A,3606,41,2127.54,1,43,4.2,85,Supplier_C,1740,387.54,6/9/2033,6/8/2032,Location_C,1,69,Female,VIP,Mobile Payment,T53081,Cancelled,10,Not Returned,792,Morning,Bad
P4082,Electronics,Mobile,Apple,Item_D,695,31,479.55,140,15,4.9,103,Supplier_B,1759,-1279.45,6/10/2033,6/9/2032,Location_A,8,22,Male,New,Cash,T53082,Pending,4,Not Returned,317,Morning,Good
P4083,Furniture,Vegetables,Apple,Item_B,3935,30,2754.5,33,60,3.5,190,Supplier_B,2603,151.5,6/11/2033,6/10/2032,Location_B,27,57,Male,Regular,Credit Card,T53083,Cancelled,4,Not Returned,468,Evening,Bad
P4084,Toys,Mobile,Samsung,Item_D,210,16,176.4,182,2,3.6,272,Supplier_B,479,-302.6,6/12/2033,6/11/2032,Location_A,1,45,Male,Regular,Mobile Payment,T53084,Completed,12,Not Returned,312,Night,Good
P4085,Electronics,Chairs,Nike,Item_D,3783,33,2534.61,193,3,3.6,114,Supplier_B,3825,-1290.39,6/13/2033,6/12/2032,Location_A,26,68,Female,New,Mobile Payment,T53085,Completed,4,Not Returned,468,Evening,Bad
P4086,Toys,Vegetables,Nike,Item_A,686,21,541.94,58,77,3.1,127,Supplier_A,2015,-1473.06,6/14/2033,6/13/2032,Location_C,19,47,Male,Regular,Cash,T53086,Pending,11,Returned,440,Morning,Average
P4087,Toys,Laptop,Apple,Item_D,1464,0,1464,24,73,3.1,466,Supplier_B,2439,-975,6/15/2033,6/14/2032,Location_B,4,47,Male,Regular,Credit Card,T53087,Completed,12,Returned,593,Morning,Good
P4088,Electronics,Shirt,Samsung,Item_B,4250,2,4165,6,67,1,212,Supplier_B,758,3407,6/16/2033,6/15/2032,Location_A,17,52,Female,New,Mobile Payment,T53088,Pending,12,Not Returned,507,Night,Good
P4089,Toys,Laptop,Apple,Item_D,1030,30,721,106,28,4.9,425,Supplier_B,3715,-2994,6/17/2033,6/16/2032,Location_A,8,62,Male,VIP,Mobile Payment,T53089,Pending,11,Returned,778,Night,Bad
P4090,Furniture,Vegetables,Apple,Item_C,2277,23,1753.29,58,44,1.5,348,Supplier_B,2738,-984.71,6/18/2033,6/17/2032,Location_A,15,61,Female,VIP,Credit Card,T53090,Cancelled,2,Returned,987,Night,Good
P4091,Groceries,Chairs,LG,Item_B,1184,32,805.12,101,3,2.9,483,Supplier_A,932,-126.88,6/19/2033,6/18/2032,Location_A,3,43,Male,New,Credit Card,T53091,Completed,10,Returned,683,Night,Good
P4092,Furniture,Mobile,Sony,Item_C,4172,37,2628.36,193,58,5,178,Supplier_A,2352,276.36,6/20/2033,6/19/2032,Location_B,19,26,Male,Regular,Cash,T53092,Pending,4,Not Returned,601,Evening,Average
P4093,Clothing,Shirt,Apple,Item_D,1238,19,1002.78,156,9,4.1,257,Supplier_B,2583,-1580.22,6/21/2033,6/20/2032,Location_B,2,19,Male,New,Mobile Payment,T53093,Cancelled,2,Not Returned,223,Evening,Bad
P4094,Clothing,Shirt,Nike,Item_B,1811,4,1738.56,166,25,2.7,305,Supplier_B,1621,117.56,6/22/2033,6/21/2032,Location_C,42,49,Female,VIP,Credit Card,T53094,Completed,13,Returned,481,Morning,Good
P4095,Toys,Mobile,Sony,Item_B,112,35,72.8,36,46,1.9,179,Supplier_C,1265,-1192.2,6/23/2033,6/22/2032,Location_B,32,19,Male,VIP,Mobile Payment,T53095,Pending,1,Not Returned,231,Morning,Bad
P4096,Clothing,Shirt,LG,Item_C,4730,0,4730,87,77,1.2,445,Supplier_B,3489,1241,6/24/2033,6/23/2032,Location_C,46,29,Female,New,Mobile Payment,T53096,Cancelled,13,Returned,481,Morning,Bad
P4097,Electronics,Shirt,LG,Item_B,1363,27,994.99,99,7,4.4,83,Supplier_A,3574,-2579.01,6/25/2033,6/24/2032,Location_A,29,30,Male,Regular,Credit Card,T53097,Pending,14,Not Returned,411,Evening,Average
P4098,Clothing,Laptop,LG,Item_C,1899,23,1462.23,58,2,2.7,69,Supplier_C,1266,196.23,6/26/2033,6/25/2032,Location_B,26,64,Male,New,Cash,T53098,Completed,5,Not Returned,660,Night,Good
P4099,Groceries,Shirt,LG,Item_B,1674,22,1305.72,188,3,3.3,157,Supplier_A,2578,-1272.28,6/27/2033,6/26/2032,Location_A,29,18,Male,New,Credit Card,T53099,Pending,10,Returned,516,Night,Average
P4100,Furniture,Vegetables,Apple,Item_C,4997,45,2748.35,23,74,1.7,314,Supplier_C,709,2039.35,6/28/2033,6/27/2032,Location_C,44,20,Male,Regular,Mobile Payment,T53100,Pending,6,Not Returned,369,Evening,Bad
P4101,Clothing,Vegetables,Samsung,Item_B,3634,39,2216.74,110,5,4.8,150,Supplier_A,1374,842.74,6/29/2033,6/28/2032,Location_C,3,61,Female,VIP,Cash,T53101,Completed,14,Returned,311,Morning,Average
P4102,Groceries,Mobile,Samsung,Item_D,2935,26,2171.9,194,19,2.2,406,Supplier_A,966,1205.9,6/30/2033,6/29/2032,Location_B,36,18,Female,VIP,Mobile Payment,T53102,Pending,9,Returned,560,Night,Good
P4103,Electronics,Shirt,Sony,Item_B,2035,49,1037.85,133,55,1.3,250,Supplier_C,841,196.85,7/1/2033,6/30/2032,Location_C,2,50,Male,VIP,Credit Card,T53103,Completed,13,Not Returned,333,Evening,Average
P4104,Furniture,Vegetables,Apple,Item_A,1626,16,1365.84,165,31,2.3,470,Supplier_A,879,486.84,7/2/2033,7/1/2032,Location_A,40,23,Female,VIP,Mobile Payment,T53104,Pending,12,Not Returned,652,Night,Bad
P4105,Electronics,Vegetables,Nike,Item_A,3685,33,2468.95,102,47,2.3,438,Supplier_A,369,2099.95,7/3/2033,7/2/2032,Location_A,22,44,Female,New,Cash,T53105,Cancelled,3,Returned,495,Morning,Average
P4106,Toys,Laptop,Apple,Item_B,4887,45,2687.85,147,58,1.8,109,Supplier_A,2829,-141.15,7/4/2033,7/3/2032,Location_B,1,32,Male,New,Mobile Payment,T53106,Cancelled,4,Returned,275,Morning,Bad
P4107,Toys,Laptop,Nike,Item_C,832,15,707.2,147,18,3,435,Supplier_C,711,-3.8,7/5/2033,7/4/2032,Location_C,42,62,Male,VIP,Credit Card,T53107,Pending,2,Not Returned,909,Morning,Good
P4108,Groceries,Shirt,LG,Item_B,4817,23,3709.09,39,60,1.9,132,Supplier_C,3981,-271.91,7/6/2033,7/5/2032,Location_C,13,60,Male,VIP,Cash,T53108,Completed,10,Returned,808,Night,Bad
P4109,Electronics,Chairs,Samsung,Item_D,3669,24,2788.44,186,93,2,105,Supplier_C,3438,-649.56,7/7/2033,7/6/2032,Location_B,34,31,Female,Regular,Credit Card,T53109,Completed,14,Returned,753,Evening,Average
P4110,Furniture,Chairs,Samsung,Item_D,2479,24,1884.04,88,35,2.5,288,Supplier_A,325,1559.04,7/8/2033,7/7/2032,Location_B,16,65,Male,VIP,Cash,T53110,Pending,13,Returned,497,Morning,Average
P4111,Groceries,Mobile,Samsung,Item_A,2894,0,2894,81,41,3.9,291,Supplier_A,850,2044,7/9/2033,7/8/2032,Location_A,39,65,Female,Regular,Credit Card,T53111,Completed,3,Not Returned,195,Evening,Average
P4112,Groceries,Chairs,Apple,Item_C,4560,18,3739.2,90,1,3.9,337,Supplier_A,3607,132.2,7/10/2033,7/9/2032,Location_C,11,57,Female,New,Cash,T53112,Pending,10,Not Returned,451,Night,Bad
P4113,Electronics,Vegetables,Samsung,Item_B,623,11,554.47,84,49,3,377,Supplier_B,1529,-974.53,7/11/2033,7/10/2032,Location_A,29,32,Female,Regular,Credit Card,T53113,Completed,14,Not Returned,406,Night,Good
P4114,Electronics,Laptop,Samsung,Item_A,4239,46,2289.06,44,92,3,294,Supplier_C,664,1625.06,7/12/2033,7/11/2032,Location_B,23,32,Female,New,Credit Card,T53114,Pending,9,Returned,792,Evening,Average
P4115,Groceries,Shirt,Samsung,Item_C,737,20,589.6,34,27,1.9,37,Supplier_C,3237,-2647.4,7/13/2033,7/12/2032,Location_B,30,25,Male,Regular,Mobile Payment,T53115,Pending,10,Not Returned,178,Morning,Good
P4116,Toys,Mobile,Apple,Item_B,1701,41,1003.59,41,29,3.1,322,Supplier_A,2266,-1262.41,7/14/2033,7/13/2032,Location_B,37,44,Male,Regular,Credit Card,T53116,Pending,9,Returned,144,Evening,Good
P4117,Toys,Laptop,Sony,Item_A,2799,19,2267.19,176,29,4.4,149,Supplier_C,1389,878.19,7/15/2033,7/14/2032,Location_A,38,23,Male,New,Mobile Payment,T53117,Pending,13,Not Returned,749,Evening,Average
P4118,Toys,Shirt,Samsung,Item_D,430,6,404.2,88,29,2.7,354,Supplier_B,864,-459.8,7/16/2033,7/15/2032,Location_A,46,40,Male,Regular,Cash,T53118,Completed,11,Returned,283,Night,Average
P4119,Clothing,Shirt,LG,Item_C,3670,46,1981.8,127,76,4.2,402,Supplier_B,3989,-2007.2,7/17/2033,7/16/2032,Location_C,41,38,Male,New,Mobile Payment,T53119,Cancelled,6,Not Returned,650,Night,Average
P4120,Clothing,Laptop,Nike,Item_C,4867,5,4623.65,185,19,4.4,309,Supplier_C,1349,3274.65,7/18/2033,7/17/2032,Location_B,1,56,Female,VIP,Mobile Payment,T53120,Pending,4,Returned,391,Evening,Bad
P4121,Groceries,Vegetables,Sony,Item_D,2586,14,2223.96,124,88,4.7,219,Supplier_C,1041,1182.96,7/19/2033,7/18/2032,Location_A,32,67,Female,Regular,Credit Card,T53121,Pending,4,Not Returned,414,Evening,Good
P4122,Toys,Shirt,Apple,Item_D,608,27,443.84,199,5,1.1,59,Supplier_B,2745,-2301.16,7/20/2033,7/19/2032,Location_C,36,20,Female,VIP,Credit Card,T53122,Cancelled,14,Not Returned,287,Night,Bad
P4123,Electronics,Shirt,Nike,Item_C,1995,23,1536.15,193,63,3.5,472,Supplier_C,1543,-6.85,7/21/2033,7/20/2032,Location_C,14,41,Female,New,Mobile Payment,T53123,Cancelled,4,Returned,859,Evening,Good
P4124,Toys,Vegetables,Sony,Item_D,1164,48,605.28,116,53,3.2,102,Supplier_A,144,461.28,7/22/2033,7/21/2032,Location_C,17,69,Female,New,Mobile Payment,T53124,Completed,12,Not Returned,129,Night,Good
P4125,Toys,Laptop,Nike,Item_D,4025,15,3421.25,103,70,3,68,Supplier_B,854,2567.25,7/23/2033,7/22/2032,Location_A,9,47,Female,Regular,Mobile Payment,T53125,Completed,7,Returned,488,Night,Average
P4126,Furniture,Mobile,Nike,Item_C,98,38,60.76,68,65,3.3,401,Supplier_B,3738,-3677.24,7/24/2033,7/23/2032,Location_A,15,32,Male,New,Cash,T53126,Cancelled,5,Returned,234,Evening,Bad
P4127,Clothing,Laptop,Samsung,Item_A,4838,5,4596.1,140,76,1.7,286,Supplier_C,3106,1490.1,7/25/2033,7/24/2032,Location_C,36,62,Female,New,Credit Card,T53127,Pending,10,Returned,644,Night,Bad
P4128,Furniture,Shirt,Nike,Item_D,494,30,345.8,137,19,3.1,454,Supplier_A,2025,-1679.2,7/26/2033,7/25/2032,Location_C,43,52,Male,Regular,Credit Card,T53128,Pending,12,Returned,488,Morning,Average
P4129,Toys,Laptop,Samsung,Item_C,2987,9,2718.17,105,76,3,265,Supplier_A,880,1838.17,7/27/2033,7/26/2032,Location_B,24,23,Male,New,Credit Card,T53129,Pending,6,Returned,531,Night,Good
P4130,Toys,Laptop,Apple,Item_A,825,19,668.25,182,51,3.9,28,Supplier_C,3944,-3275.75,7/28/2033,7/27/2032,Location_B,37,20,Male,VIP,Mobile Payment,T53130,Pending,9,Returned,720,Morning,Bad
P4131,Furniture,Chairs,LG,Item_B,1206,9,1097.46,175,70,4.3,37,Supplier_A,112,985.46,7/29/2033,7/28/2032,Location_B,35,53,Male,New,Credit Card,T53131,Pending,6,Returned,707,Evening,Bad
P4132,Furniture,Shirt,Nike,Item_C,2281,17,1893.23,96,35,1.2,303,Supplier_A,336,1557.23,7/30/2033,7/29/2032,Location_A,29,55,Female,Regular,Credit Card,T53132,Completed,6,Returned,955,Night,Average
P4133,Groceries,Chairs,Sony,Item_B,3982,16,3344.88,43,91,4.8,488,Supplier_A,829,2515.88,7/31/2033,7/30/2032,Location_A,31,23,Male,VIP,Cash,T53133,Completed,3,Not Returned,392,Night,Good
P4134,Electronics,Vegetables,Apple,Item_C,1701,26,1258.74,67,59,2.2,445,Supplier_B,3739,-2480.26,8/1/2033,7/31/2032,Location_C,3,40,Male,Regular,Mobile Payment,T53134,Cancelled,6,Not Returned,605,Morning,Good
P4135,Furniture,Laptop,Samsung,Item_C,4964,14,4269.04,141,47,2.8,334,Supplier_B,870,3399.04,8/2/2033,8/1/2032,Location_A,26,50,Female,New,Mobile Payment,T53135,Completed,1,Not Returned,581,Night,Bad
P4136,Furniture,Shirt,LG,Item_A,939,49,478.89,98,37,3.6,396,Supplier_B,1034,-555.11,8/3/2033,8/2/2032,Location_C,25,45,Female,VIP,Cash,T53136,Completed,5,Not Returned,808,Morning,Good
P4137,Clothing,Chairs,Samsung,Item_D,2085,32,1417.8,34,83,4.2,337,Supplier_A,1555,-137.2,8/4/2033,8/3/2032,Location_B,48,36,Female,New,Mobile Payment,T53137,Pending,11,Not Returned,775,Morning,Bad
P4138,Furniture,Vegetables,LG,Item_C,3025,45,1663.75,198,25,2.5,409,Supplier_C,3358,-1694.25,8/5/2033,8/4/2032,Location_B,28,26,Female,New,Credit Card,T53138,Pending,13,Not Returned,464,Evening,Average
P4139,Toys,Chairs,LG,Item_B,3421,15,2907.85,17,3,2.2,395,Supplier_B,3526,-618.15,8/6/2033,8/5/2032,Location_A,41,66,Male,VIP,Credit Card,T53139,Cancelled,5,Not Returned,339,Evening,Good
P4140,Toys,Shirt,Nike,Item_B,2362,43,1346.34,193,43,2.3,59,Supplier_A,3297,-1950.66,8/7/2033,8/6/2032,Location_A,15,18,Male,VIP,Credit Card,T53140,Pending,4,Returned,661,Morning,Bad
P4141,Electronics,Chairs,Sony,Item_D,4192,2,4108.16,68,94,1.7,28,Supplier_B,3014,1094.16,8/8/2033,8/7/2032,Location_C,40,60,Male,Regular,Mobile Payment,T53141,Pending,14,Not Returned,322,Morning,Good
P4142,Clothing,Mobile,Nike,Item_A,1862,34,1228.92,132,77,4.3,430,Supplier_C,3211,-1982.08,8/9/2033,8/8/2032,Location_C,15,28,Male,VIP,Mobile Payment,T53142,Completed,7,Not Returned,707,Evening,Average
P4143,Furniture,Mobile,Samsung,Item_D,1867,45,1026.85,101,69,1.9,359,Supplier_B,3799,-2772.15,8/10/2033,8/9/2032,Location_C,39,32,Male,VIP,Mobile Payment,T53143,Pending,14,Returned,742,Night,Average
P4144,Toys,Chairs,Sony,Item_A,1817,21,1435.43,143,55,3.6,32,Supplier_A,3189,-1753.57,8/11/2033,8/10/2032,Location_C,5,23,Female,Regular,Credit Card,T53144,Completed,1,Returned,971,Evening,Good
P4145,Furniture,Shirt,Samsung,Item_D,207,27,151.11,176,18,3.4,13,Supplier_C,2994,-2842.89,8/12/2033,8/11/2032,Location_B,45,22,Female,VIP,Cash,T53145,Cancelled,5,Not Returned,231,Evening,Good
P4146,Clothing,Shirt,Apple,Item_D,4603,46,2485.62,1,90,1.5,232,Supplier_A,2946,-460.38,8/13/2033,8/12/2032,Location_C,3,62,Female,New,Credit Card,T53146,Completed,14,Returned,128,Night,Good
P4147,Toys,Mobile,LG,Item_D,1769,49,902.19,175,0,2.3,168,Supplier_C,1619,-716.81,8/14/2033,8/13/2032,Location_B,41,54,Female,Regular,Cash,T53147,Cancelled,14,Not Returned,771,Evening,Bad
P4148,Clothing,Vegetables,Nike,Item_A,389,41,229.51,5,55,1.2,188,Supplier_C,2402,-2172.49,8/15/2033,8/14/2032,Location_B,18,67,Male,Regular,Cash,T53148,Pending,5,Returned,310,Night,Good
P4149,Toys,Shirt,Nike,Item_B,4160,28,2995.2,148,46,3.8,83,Supplier_A,3211,-215.8,8/16/2033,8/15/2032,Location_C,2,47,Female,New,Cash,T53149,Pending,3,Not Returned,344,Night,Bad
P4150,Clothing,Shirt,Sony,Item_B,3059,18,2508.38,123,82,4.8,344,Supplier_A,1577,931.38,8/17/2033,8/16/2032,Location_A,39,33,Female,Regular,Mobile Payment,T53150,Completed,13,Returned,867,Night,Good
P4151,Clothing,Shirt,Nike,Item_D,1426,8,1311.92,172,92,3.5,208,Supplier_A,3229,-1917.08,8/18/2033,8/17/2032,Location_C,8,67,Female,VIP,Mobile Payment,T53151,Completed,9,Not Returned,365,Night,Bad
P4152,Electronics,Shirt,LG,Item_D,778,34,513.48,118,72,1.7,378,Supplier_C,286,227.48,8/19/2033,8/18/2032,Location_B,31,39,Male,VIP,Cash,T53152,Completed,3,Returned,602,Morning,Average
P4153,Clothing,Shirt,Sony,Item_C,4760,4,4569.6,197,21,4.2,433,Supplier_C,2534,2035.6,8/20/2033,8/19/2032,Location_A,14,19,Female,VIP,Credit Card,T53153,Completed,5,Not Returned,946,Evening,Average
P4154,Clothing,Mobile,Sony,Item_D,709,12,623.92,14,65,3.6,318,Supplier_C,1392,-768.08,8/21/2033,8/20/2032,Location_C,37,35,Female,New,Cash,T53154,Completed,5,Returned,529,Night,Average
P4155,Clothing,Laptop,Nike,Item_A,1005,1,994.95,34,31,3.3,197,Supplier_B,3787,-2792.05,8/22/2033,8/21/2032,Location_A,31,25,Female,New,Mobile Payment,T53155,Pending,3,Returned,884,Morning,Average
P4156,Toys,Mobile,Apple,Item_A,4920,39,3001.2,191,87,4.5,114,Supplier_B,969,2032.2,8/23/2033,8/22/2032,Location_C,1,29,Male,Regular,Credit Card,T53156,Cancelled,4,Returned,310,Night,Good
P4157,Furniture,Vegetables,Samsung,Item_A,308,27,224.84,171,58,3.8,309,Supplier_A,2246,-2021.16,8/24/2033,8/23/2032,Location_A,3,34,Male,VIP,Credit Card,T53157,Completed,6,Returned,935,Morning,Bad
P4158,Furniture,Vegetables,Sony,Item_D,318,25,238.5,102,67,3.4,478,Supplier_A,911,-672.5,8/25/2033,8/24/2032,Location_B,14,26,Female,New,Cash,T53158,Cancelled,12,Returned,254,Night,Good
P4159,Groceries,Vegetables,LG,Item_C,2591,15,2202.35,16,43,3.3,426,Supplier_B,973,1229.35,8/26/2033,8/25/2032,Location_C,5,68,Male,New,Cash,T53159,Completed,8,Not Returned,745,Night,Average
P4160,Furniture,Laptop,Samsung,Item_D,421,17,349.43,148,68,3.7,231,Supplier_A,2976,-2626.57,8/27/2033,8/26/2032,Location_A,8,43,Female,VIP,Cash,T53160,Completed,12,Returned,485,Morning,Average
P4161,Clothing,Laptop,Nike,Item_B,4533,15,3853.05,136,34,1.3,53,Supplier_C,1994,1859.05,8/28/2033,8/27/2032,Location_A,3,31,Male,VIP,Mobile Payment,T53161,Cancelled,9,Returned,169,Night,Bad
P4162,Toys,Mobile,Sony,Item_A,2897,40,1738.2,83,42,4.7,41,Supplier_A,3837,-2098.8,8/29/2033,8/28/2032,Location_C,27,68,Female,Regular,Mobile Payment,T53162,Pending,5,Returned,313,Night,Average
P4163,Furniture,Shirt,Apple,Item_C,4482,4,4302.72,116,41,2.1,50,Supplier_B,2600,1702.72,8/30/2033,8/29/2032,Location_B,35,23,Female,Regular,Credit Card,T53163,Pending,6,Returned,284,Night,Average
P4164,Furniture,Shirt,Sony,Item_C,2703,33,1811.01,184,25,4.6,336,Supplier_B,2286,-474.99,8/31/2033,8/30/2032,Location_A,27,20,Male,VIP,Cash,T53164,Cancelled,7,Not Returned,838,Morning,Good
P4165,Clothing,Shirt,Samsung,Item_B,4721,25,3540.75,112,7,4.9,220,Supplier_A,2668,872.75,9/1/2033,8/31/2032,Location_B,18,25,Female,Regular,Mobile Payment,T53165,Completed,6,Not Returned,716,Night,Average
P4166,Electronics,Chairs,Apple,Item_B,2810,16,2360.4,157,69,1.7,176,Supplier_C,3973,-1612.6,9/2/2033,9/1/2032,Location_A,20,23,Male,VIP,Credit Card,T53166,Cancelled,6,Returned,899,Morning,Average
P4167,Toys,Shirt,Apple,Item_A,4923,16,4135.32,45,5,4.7,394,Supplier_B,2000,2135.32,9/3/2033,9/2/2032,Location_C,48,36,Male,New,Mobile Payment,T53167,Pending,4,Returned,443,Evening,Average
P4168,Clothing,Chairs,Nike,Item_B,4751,11,4228.39,114,22,3.4,53,Supplier_C,1079,3149.39,9/4/2033,9/3/2032,Location_A,28,29,Female,VIP,Credit Card,T53168,Completed,4,Not Returned,875,Night,Good
P4169,Toys,Mobile,Nike,Item_C,3571,38,2214.02,153,14,1.6,239,Supplier_C,386,1828.02,9/5/2033,9/4/2032,Location_C,28,68,Male,Regular,Cash,T53169,Completed,9,Returned,104,Night,Good
P4170,Groceries,Shirt,Apple,Item_C,2093,24,1590.68,90,25,4.3,320,Supplier_A,3640,-2049.32,9/6/2033,9/5/2032,Location_A,14,62,Female,New,Mobile Payment,T53170,Completed,12,Returned,166,Night,Good
P4171,Furniture,Shirt,Nike,Item_C,1089,16,914.76,76,24,5,229,Supplier_A,2435,-1520.24,9/7/2033,9/6/2032,Location_C,28,23,Male,New,Credit Card,T53171,Completed,13,Returned,121,Morning,Average
P4172,Furniture,Mobile,Samsung,Item_D,588,4,564.48,120,6,1.5,111,Supplier_A,2040,-1475.52,9/8/2033,9/7/2032,Location_B,42,66,Male,Regular,Cash,T53172,Completed,11,Not Returned,615,Night,Average
P4173,Clothing,Vegetables,LG,Item_C,2835,14,2438.1,104,99,1.4,462,Supplier_A,3146,-707.9,9/9/2033,9/8/2032,Location_A,3,47,Male,Regular,Credit Card,T53173,Cancelled,1,Not Returned,722,Night,Average
P4174,Clothing,Vegetables,Samsung,Item_A,190,31,131.1,85,49,2,402,Supplier_B,649,-517.9,9/10/2033,9/9/2032,Location_B,16,39,Female,Regular,Credit Card,T53174,Cancelled,2,Returned,665,Night,Average
P4175,Electronics,Mobile,Apple,Item_C,4333,48,2253.16,91,56,1.3,139,Supplier_B,3123,-869.84,9/11/2033,9/10/2032,Location_B,2,65,Male,Regular,Cash,T53175,Pending,10,Returned,126,Morning,Good
P4176,Electronics,Chairs,Nike,Item_C,2687,10,2418.3,109,71,4.1,353,Supplier_B,3280,-861.7,9/12/2033,9/11/2032,Location_A,16,59,Male,Regular,Cash,T53176,Pending,7,Returned,432,Evening,Good
P4177,Groceries,Laptop,Sony,Item_A,1532,25,1149,32,70,1.2,161,Supplier_A,1813,-664,9/13/2033,9/12/2032,Location_B,6,49,Male,Regular,Credit Card,T53177,Completed,9,Returned,443,Morning,Good
P4178,Toys,Laptop,Sony,Item_B,601,5,570.95,85,19,4.6,303,Supplier_C,2957,-2386.05,9/14/2033,9/13/2032,Location_C,38,24,Male,Regular,Mobile Payment,T53178,Completed,9,Returned,689,Morning,Average
P4179,Clothing,Vegetables,Samsung,Item_C,3868,12,3403.84,14,57,3.1,232,Supplier_C,3547,-143.16,9/15/2033,9/14/2032,Location_A,18,55,Female,VIP,Cash,T53179,Pending,7,Not Returned,558,Evening,Bad
P4180,Electronics,Laptop,Nike,Item_B,3113,16,2614.92,3,67,4.9,222,Supplier_C,2509,105.92,9/16/2033,9/15/2032,Location_A,26,29,Male,New,Credit Card,T53180,Pending,3,Returned,377,Evening,Good
P4181,Electronics,Chairs,Samsung,Item_D,1566,46,845.64,7,35,2.7,318,Supplier_A,587,258.64,9/17/2033,9/16/2032,Location_C,42,29,Male,New,Cash,T53181,Pending,3,Not Returned,791,Night,Good
